441444	440757	429064	426900	429221	423527	430440	458520	455386	470363	462004	456576	445740	414055	394554	388639	389420	394341	433407	437365	435152	405450	371101
442550	440223	442662	426423	426391	426956	423242	430059	461919	454294	471089	462452	455420	444786	413695	394211	387306	388340	395120	433679	434393	433499	404448
440894	444774	438949	443657	422835	424061	426944	422369	430413	462486	454007	472510	460757	454050	445407	413026	392937	385939	388817	395070	430582	432893	432395
435768	441391	447090	437159	443845	417228	424355	426453	422639	428539	464017	454463	471818	458989	454505	445879	411434	391593	386443	389008	392238	429161	431942
411242	434127	441947	448883	434816	442270	414437	424389	427664	421306	427537	466357	453434	471403	459606	454904	444363	410152	392087	385924	386180	391098	428196
384896	409950	432321	441811	450060	431150	443723	411810	426291	426657	420458	427402	467241	452506	473230	459989	453476	443327	410389	390297	383200	385071	390198
372358	383404	408825	429963	441111	450439	429679	445183	410838	425802	426364	420138	426045	468377	453598	475163	458567	452245	443572	410123	387573	382247	384344
354090	370119	381926	407173	427272	439233	452644	428376	448476	407561	425858	426801	418763	424646	471685	454614	473821	457488	452807	444125	407919	386885	381486
314506	353556	368077	380112	404966	423836	439892	454598	428067	449117	404619	426871	426058	417765	425265	474509	453326	472671	457708	452313	441717	407186	386182
288377	311925	353134	365857	377780	402136	422112	440180	457847	426344	450264	403055	426487	425430	418250	425573	473407	452583	473133	457835	449849	440885	406252
276893	286805	309467	352328	363106	374875	401067	420224	442257	459586	424594	453009	399716	426067	426362	418361	424189	472495	452780	473481	455236	448886	440010
249256	276053	285339	306691	351075	360044	373702	399560	419495	442234	461486	423891	453507	395980	427563	426530	416854	423468	472402	453223	471147	454355	447932
247162	246827	275312	283645	303608	349546	358164	372016	399710	417318	442300	464336	421857	453351	394429	427915	425011	415964	423177	472957	450773	470101	453373
252214	246891	244670	274326	281755	300242	349636	355967	371842	397945	415129	443652	465834	419495	455603	391968	426266	423933	415611	423739	470680	449605	468979
248718	250858	246494	241990	273091	279500	297982	348955	355169	370073	396301	414071	443165	466913	418422	457093	390382	425144	423579	415764	421558	469413	448631
234167	247155	249215	245403	238793	271535	278145	295297	349780	352784	368368	395817	411553	441915	469556	417029	455266	388921	424571	423654	413510	420096	468163
211842	233085	245530	246838	243834	235389	270749	276494	293710	348896	350438	367674	393604	408424	442811	471414	415334	453666	388481	423640	421014	411990	418915
195239	207786	231856	243450	244303	241885	233109	269692	275863	290851	348040	348755	365145	390901	406792	442909	469089	413655	452762	385721	420945	419254	410544
192257	193651	203645	230227	241020	241263	241286	230410	269433	274171	287872	348240	346009	362638	389981	404658	440597	467060	412078	451289	383019	418901	417739
198728	190079	191914	199099	228165	238358	239404	240373	228226	268331	272145	285729	346914	342832	360688	388100	402262	438316	465129	408405	448545	380942	417131
201830	197946	187791	189813	194360	226034	236468	237622	240349	225366	266897	270545	282411	345060	340271	358949	385710	399877	436515	465295	405977	445754	379223
193102	200627	196970	185126	187505	189453	224654	234732	237136	238918	222248	265868	268266	278519	343850	337792	356581	383315	397690	436439	463076	403486	443475
182679	190514	199327	195590	182321	185203	185497	223440	234078	234261	237350	219652	264215	265674	276293	343569	336354	355491	381966	396651	434308	459823	401063
177704	180059	187558	197595	194146	179516	183509	181251	222962	231395	231300	236132	216316	262356	264506	273502	341494	334052	353059	378398	394168	431272	456994
172340	174895	177194	184253	195639	192718	177242	181427	177409	220780	228801	228458	234428	212867	261613	262221	271388	339078	331206	351027	375622	391031	428021
164532	168976	172015	174162	180633	193872	191885	174504	179673	172283	218301	226370	225507	232509	210313	259825	259816	268902	335882	327529	348087	372386	387682
155048	161139	165357	168759	170714	177383	192322	190557	172153	177083	167367	216226	223623	222344	231235	206814	257072	257459	266011	333913	324598	344863	368854
143898	151181	157530	161612	165575	167501	174212	190517	189416	169081	174496	162565	213924	220889	219603	229332	204402	254249	254567	262285	331114	321180	341214
131923	140178	147359	153753	157636	162297	164399	170793	188833	187809	166083	172046	157672	211398	218081	216383	226471	201946	251176	252582	259613	327328	317594
119522	128013	136420	143584	149600	153587	159049	160925	167416	186726	186075	163017	169411	152473	209045	215194	213495	223363	199174	249235	249841	256463	323330
106090	115525	124035	132528	139369	145448	149489	155461	157621	163705	184467	184121	159950	166686	147566	206357	211991	210368	220174	196204	246258	246485	253075
93653	102433	111540	119876	128346	135207	141307	145188	152060	154130	159881	182179	182284	156626	163939	142366	203041	208780	207152	216905	193312	242775	242856
84891	89891	98706	107379	115331	124115	130925	137013	141018	148405	150587	156049	179619	180017	153225	160908	139778	199581	205321	203712	213557	190219	238748
77507	81270	86099	94847	103057	110945	119842	126660	132692	136664	144631	146632	151977	176756	177824	149766	157618	137075	195946	201635	200275	209860	186685
69991	74103	77621	82207	90754	98706	106552	115487	122263	128254	132152	140661	142711	147854	173917	175416	146513	154286	134321	192694	197977	196622	205653
63307	66500	70832	74008	78130	86749	94447	102151	111064	117820	123709	127440	136363	138560	143596	170815	170807	143135	150860	131325	188800	193960	192316
57715	59861	63057	67280	70148	74152	82674	90049	97523	106629	113189	118979	122615	132021	134491	139270	165929	166257	139445	147128	128319	184678	189266
53120	54265	56519	59593	63730	66405	70315	78421	85634	92916	102102	108332	114171	117566	127510	130026	134842	160915	161242	135861	143259	125108	179760
48680	49745	50831	53053	55971	60108	62630	66232	74244	81108	88213	97258	103353	109105	112345	122920	125211	130120	155454	156206	131975	139139	121359
43603	45275	46386	47379	49525	52529	56485	58803	62144	70114	76611	83253	92333	98215	104075	107010	117949	120127	125173	150326	151095	127801	134214
37981	40148	42021	42862	43913	46114	48947	52798	54866	58064	65942	71739	78161	87116	93050	98708	101966	112759	114914	120179	144626	145320	122716
32036	34694	36975	38629	39498	40499	42714	45413	49201	51042	53925	61484	66899	73149	81860	87685	93546	96878	107123	109541	114854	138501	138557
26156	29131	31613	33737	35335	36199	37100	39262	41891	45752	47118	49652	56933	61916	67979	76515	82512	88151	91643	101603	103980	109212	131167
21627	23493	26359	28561	30555	32173	32919	33787	35875	38351	42274	43160	45339	52403	56966	62658	71589	77206	82513	86352	95835	98177	102608
18809	19285	21093	23589	25710	27614	29074	29665	30489	32487	34950	38616	39244	41048	47818	51819	58107	66385	71660	77045	80887	89841	91256
16229	16587	17143	18596	20990	22906	24839	25965	26486	27381	29405	31559	34979	35360	36863	43353	47623	53480	61098	66300	71379	75168	82710
13091	14078	14520	15000	16338	18509	20314	22026	23081	23577	24303	26142	28175	31513	31510	32651	39464	43301	48592	55867	60853	65692	68522
9996	11280	12134	12546	13051	14207	16243	17735	19259	20392	20679	21218	22949	24965	28112	27722	29430	35585	39000	44079	50714	55299	58911
7658	8509	9594	10250	10675	11186	12293	14063	15293	16916	17714	17873	18227	20011	21780	24767	24622	26107	31601	34912	39566	45762	49176
6005	6412	7182	7927	8608	9070	9528	10508	11940	13133	14762	15122	15194	15415	17203	18677	21828	21600	22878	28036	30858	35082	40173
4644	4876	5295	5974	6555	7148	7659	8008	8826	10136	11311	12706	12641	12652	12869	14433	16134	19006	18595	20040	24422	27109	30154
3489	3744	3906	4270	4909	5370	5813	6371	6578	7377	8515	9534	10838	10390	10426	10403	12256	13660	16162	15937	17154	21077	22826
2570	2744	2953	3042	3398	3976	4315	4703	5144	5388	6168	6946	7850	9188	8417	8277	8677	10212	11408	13659	13502	14540	17472
1861	2002	2116	2306	2317	2610	3226	3430	3757	4139	4411	5000	5583	6434	7759	6596	6750	7047	8367	9463	11343	11349	11793
1290	1360	1532	1586	1742	1734	2035	2553	2696	2941	3328	3528	4004	4426	5257	6506	5319	5408	5620	6878	7765	9364	8987
839	945	997	1075	1166	1325	1286	1547	1963	2086	2357	2560	2795	3188	3485	4255	5213	4186	4203	4507	5517	6305	7262
555	583	668	665	718	848	926	912	1180	1545	1591	1800	1925	2179	2496	2626	3360	4053	3267	3272	3484	4314	4809
399	387	419	492	492	545	652	700	683	865	1132	1161	1337	1441	1696	1960	2006	2612	3145	2515	2535	2665	3176
228	280	271	301	350	363	413	488	530	518	634	816	833	985	1056	1319	1504	1522	1945	2421	1942	1924	1830
171	159	197	195	220	257	257	292	350	384	384	463	573	580	710	745	966	1104	1122	1465	1836	1449	1346
110	128	117	140	137	155	178	184	214	252	280	285	334	398	404	505	536	686	796	810	1060	1365	1027
58	72	88	77	88	91	107	120	131	159	185	192	191	228	242	261	340	365	497	565	554	755	912
84	97	119	137	144	168	178	190	206	237	269	299	329	354	398	444	476	542	598	790	861	1039	1139
